customer_id,acquisition_source,acquisition_date,company_size,industry,initial_subscription_tier,trial_to_paid_days,is_active
1708,Zoho CRM,2024-06-17,Enterprise (1000+),Manufacturing,Enterprise,22.0,False
1709,Zoho CRM,2024-03-18,Enterprise (1000+),Education,Business,17.0,True
1710,Zoho CRM,2024-04-24,Small (1-50),Healthcare,Professional,19.0,True
1711,Zoho CRM,2024-06-23,Large (201-1000),Manufacturing,Business,22.0,True
1712,Zoho CRM,2024-04-06,Large (201-1000),Education,Business,13.0,True
1713,Zoho CRM,2024-04-04,Medium (51-200),Finance,Professional,13.0,True
1714,Zoho CRM,2024-06-25,Large (201-1000),Technology,Business,,False
1715,Zoho CRM,2024-06-02,Enterprise (1000+),Manufacturing,Business,22.0,True
1716,Zoho CRM,2024-04-19,Enterprise (1000+),Retail,Enterprise,23.0,True
1717,Zoho CRM,2024-04-07,Medium (51-200),Manufacturing,Professional,22.0,True
1718,Zoho CRM,2024-03-14,Large (201-1000),Education,Enterprise,21.0,True
1719,Zoho CRM,2024-06-07,Enterprise (1000+),Education,Enterprise,,True
1720,Zoho CRM,2024-04-27,Small (1-50),Finance,Professional,15.0,True
1721,Zoho CRM,2024-04-12,Medium (51-200),Retail,Business,17.0,True
1722,Zoho CRM,2024-05-12,Enterprise (1000+),Retail,Business,18.0,True
1723,Zoho CRM,2024-04-30,Large (201-1000),Healthcare,Enterprise,25.0,True
1724,Zoho CRM,2024-06-22,Small (1-50),Healthcare,Professional,19.0,True
1725,Zoho CRM,2024-06-20,Medium (51-200),Technology,Business,22.0,True
1726,Zoho CRM,2024-07-02,Large (201-1000),Finance,Enterprise,25.0,False
1727,Zoho CRM,2024-03-22,Medium (51-200),Healthcare,Professional,22.0,True
1728,Zoho CRM,2024-03-22,Enterprise (1000+),Finance,Enterprise,24.0,True
1729,Zoho CRM,2024-06-21,Large (201-1000),Technology,Enterprise,18.0,True
1730,Zoho CRM,2024-05-26,Medium (51-200),Finance,Professional,28.0,True
1731,Zoho CRM,2024-06-17,Enterprise (1000+),Retail,Business,21.0,True
1732,Zoho CRM,2024-03-28,Medium (51-200),Retail,Business,25.0,True
1733,Zoho CRM,2024-07-04,Small (1-50),Healthcare,Starter,17.0,True
1734,Zoho CRM,2024-04-16,Large (201-1000),Finance,Enterprise,18.0,True
1735,Zoho CRM,2024-05-15,Enterprise (1000+),Healthcare,Enterprise,7.0,True
1736,Zoho CRM,2024-04-09,Large (201-1000),Healthcare,Business,10.0,False
1737,Zoho CRM,2024-07-07,Enterprise (1000+),Technology,Business,23.0,True
1738,Zoho CRM,2024-03-20,Small (1-50),Manufacturing,Professional,27.0,True
1739,Zoho CRM,2024-04-28,Large (201-1000),Healthcare,Business,21.0,True
1740,Zoho CRM,2024-03-26,Medium (51-200),Technology,Professional,17.0,True
1741,Zoho CRM,2024-05-08,Large (201-1000),Healthcare,Enterprise,29.0,True
1742,Zoho CRM,2024-05-24,Enterprise (1000+),Manufacturing,Enterprise,24.0,True
1743,Zoho CRM,2024-04-23,Enterprise (1000+),Technology,Business,18.0,True
1744,Zoho CRM,2024-03-29,Large (201-1000),Technology,Business,11.0,True
1745,Zoho CRM,2024-05-09,Small (1-50),Retail,Professional,20.0,True
1746,Zoho CRM,2024-05-25,Medium (51-200),Manufacturing,Professional,20.0,True
1747,Zoho CRM,2024-05-04,Enterprise (1000+),Healthcare,Business,27.0,True
1748,Zoho CRM,2024-04-27,Medium (51-200),Technology,Business,14.0,True
1749,Zoho CRM,2024-06-20,Large (201-1000),Education,Enterprise,15.0,True
1750,Zoho CRM,2024-06-27,Small (1-50),Healthcare,Starter,27.0,True
1751,Zoho CRM,2024-05-06,Large (201-1000),Healthcare,Enterprise,11.0,False
1752,Zoho CRM,2024-05-17,Small (1-50),Technology,Starter,11.0,True
1753,Zoho CRM,2024-06-11,Small (1-50),Technology,Starter,22.0,True
1754,Zoho CRM,2024-05-02,Large (201-1000),Finance,Enterprise,8.0,True
1755,Zoho CRM,2024-06-25,Medium (51-200),Finance,Professional,9.0,True
1756,Zoho CRM,2024-04-02,Medium (51-200),Retail,Business,10.0,True
1757,Zoho CRM,2024-06-09,Medium (51-200),Retail,Business,8.0,True
1758,Zoho CRM,2024-06-12,Small (1-50),Retail,Starter,16.0,True
1759,Zoho CRM,2024-03-30,Small (1-50),Finance,Starter,16.0,True
1760,Zoho CRM,2024-07-01,Small (1-50),Technology,Starter,20.0,True
1761,Zoho CRM,2024-03-31,Large (201-1000),Retail,Business,7.0,True
1762,Zoho CRM,2024-05-23,Enterprise (1000+),Finance,Business,14.0,True
1763,Zoho CRM,2024-03-21,Large (201-1000),Technology,Business,11.0,True
1764,Zoho CRM,2024-06-19,Small (1-50),Retail,Starter,24.0,True
1765,Zoho CRM,2024-06-14,Large (201-1000),Education,Enterprise,29.0,True
1766,Zoho CRM,2024-06-10,Medium (51-200),Technology,Business,21.0,True
1767,Zoho CRM,2024-05-18,Enterprise (1000+),Manufacturing,Business,18.0,True
1768,Zoho CRM,2024-05-08,Large (201-1000),Technology,Business,21.0,True
1769,Zoho CRM,2024-04-12,Large (201-1000),Technology,Enterprise,23.0,True
1770,Zoho CRM,2024-04-02,Small (1-50),Manufacturing,Professional,30.0,False
1771,Zoho CRM,2024-05-17,Enterprise (1000+),Manufacturing,Business,24.0,True
1772,Zoho CRM,2024-04-15,Large (201-1000),Education,Enterprise,10.0,True
1773,Zoho CRM,2024-03-18,Small (1-50),Healthcare,Starter,13.0,False
1774,Zoho CRM,2024-04-03,Small (1-50),Manufacturing,Starter,19.0,True
1775,Zoho CRM,2024-05-16,Large (201-1000),Finance,Business,29.0,False
1776,Zoho CRM,2024-07-07,Medium (51-200),Technology,Business,27.0,False
1777,Zoho CRM,2024-05-20,Enterprise (1000+),Education,Enterprise,,True
1778,Zoho CRM,2024-05-16,Small (1-50),Finance,Starter,,True
1779,Zoho CRM,2024-05-15,Small (1-50),Education,Starter,19.0,True
1780,Zoho CRM,2024-05-16,Medium (51-200),Manufacturing,Professional,20.0,True
1781,Zoho CRM,2024-06-16,Large (201-1000),Education,Enterprise,10.0,True
1782,Zoho CRM,2024-04-02,Enterprise (1000+),Education,Enterprise,26.0,True
1783,Zoho CRM,2024-04-24,Large (201-1000),Finance,Enterprise,27.0,True
1784,Zoho CRM,2024-06-10,Large (201-1000),Manufacturing,Business,19.0,True
1785,Zoho CRM,2024-07-06,Large (201-1000),Retail,Enterprise,19.0,False
1786,Zoho CRM,2024-03-14,Large (201-1000),Manufacturing,Business,,True
1787,Zoho CRM,2024-03-10,Large (201-1000),Healthcare,Business,7.0,True
1788,Zoho CRM,2024-07-08,Large (201-1000),Technology,Business,,True
1789,Zoho CRM,2024-03-27,Large (201-1000),Manufacturing,Enterprise,15.0,True
1790,Zoho CRM,2024-03-21,Enterprise (1000+),Education,Business,,True
1791,Zoho CRM,2024-05-10,Medium (51-200),Education,Business,10.0,True
1792,Zoho CRM,2024-04-17,Small (1-50),Technology,Professional,17.0,True
1793,Zoho CRM,2024-06-22,Enterprise (1000+),Technology,Enterprise,14.0,True
1794,Zoho CRM,2024-06-26,Small (1-50),Technology,Professional,8.0,True
1795,Zoho CRM,2024-05-21,Medium (51-200),Manufacturing,Business,11.0,False
1796,Zoho CRM,2024-06-11,Enterprise (1000+),Manufacturing,Enterprise,9.0,True
1797,Zoho CRM,2024-04-16,Enterprise (1000+),Healthcare,Business,22.0,True
1798,Zoho CRM,2024-03-16,Enterprise (1000+),Technology,Enterprise,20.0,True
1799,Zoho CRM,2024-03-26,Medium (51-200),Manufacturing,Business,19.0,True
1800,Zoho CRM,2024-04-04,Medium (51-200),Technology,Professional,20.0,True
1801,Zoho CRM,2024-07-06,Small (1-50),Education,Starter,18.0,True
1802,Zoho CRM,2024-04-20,Large (201-1000),Finance,Business,18.0,True
1803,Zoho CRM,2024-06-20,Enterprise (1000+),Retail,Business,,True
1804,Zoho CRM,2024-04-04,Large (201-1000),Education,Business,10.0,True
1805,Zoho CRM,2024-04-10,Medium (51-200),Technology,Business,10.0,True
1806,Zoho CRM,2024-05-09,Small (1-50),Healthcare,Professional,13.0,True
1807,Zoho CRM,2024-05-15,Large (201-1000),Manufacturing,Enterprise,11.0,True
1808,Zoho CRM,2024-06-03,Small (1-50),Manufacturing,Professional,23.0,False
1809,Zoho CRM,2024-03-31,Small (1-50),Healthcare,Professional,26.0,True
1810,Zoho CRM,2024-05-08,Small (1-50),Retail,Starter,28.0,True
1811,Zoho CRM,2024-06-02,Large (201-1000),Technology,Business,27.0,True
1812,Zoho CRM,2024-04-27,Small (1-50),Retail,Professional,24.0,False
1813,Zoho CRM,2024-04-04,Enterprise (1000+),Technology,Business,23.0,True
1814,Zoho CRM,2024-05-11,Enterprise (1000+),Technology,Business,18.0,True
1815,Zoho CRM,2024-04-17,Medium (51-200),Technology,Business,19.0,True
1816,Zoho CRM,2024-06-22,Small (1-50),Healthcare,Professional,19.0,True
1817,Zoho CRM,2024-03-21,Enterprise (1000+),Retail,Business,11.0,True
1818,Zoho CRM,2024-04-18,Large (201-1000),Manufacturing,Enterprise,,True
1819,Zoho CRM,2024-05-23,Medium (51-200),Finance,Professional,23.0,True
1820,Zoho CRM,2024-05-04,Medium (51-200),Finance,Professional,,True
1821,Zoho CRM,2024-06-10,Small (1-50),Finance,Starter,11.0,True
1822,Zoho CRM,2024-06-15,Large (201-1000),Retail,Enterprise,30.0,True
1823,Zoho CRM,2024-07-02,Large (201-1000),Healthcare,Business,,True
1824,Zoho CRM,2024-06-15,Large (201-1000),Manufacturing,Business,28.0,False
1825,Zoho CRM,2024-03-20,Enterprise (1000+),Manufacturing,Business,22.0,True
1826,Zoho CRM,2024-04-26,Medium (51-200),Retail,Business,12.0,True
1827,Zoho CRM,2024-03-14,Enterprise (1000+),Finance,Business,14.0,True
1828,Zoho CRM,2024-04-04,Medium (51-200),Healthcare,Professional,21.0,True
1829,Microsoft Dynamics 365,2024-07-02,Large (201-1000),Healthcare,Enterprise,8.0,True
1830,Microsoft Dynamics 365,2024-07-19,Enterprise (1000+),Retail,Enterprise,30.0,True
1831,Microsoft Dynamics 365,2024-06-12,Small (1-50),Retail,Starter,8.0,True
1832,Microsoft Dynamics 365,2024-05-06,Enterprise (1000+),Manufacturing,Business,27.0,True
1833,Microsoft Dynamics 365,2024-04-29,Large (201-1000),Retail,Enterprise,16.0,True
1834,Microsoft Dynamics 365,2024-05-29,Large (201-1000),Education,Business,11.0,True
1835,Microsoft Dynamics 365,2024-06-26,Enterprise (1000+),Education,Business,12.0,True
1836,Microsoft Dynamics 365,2024-08-03,Medium (51-200),Retail,Business,7.0,True
1837,Microsoft Dynamics 365,2024-06-19,Medium (51-200),Technology,Business,29.0,True
1838,Microsoft Dynamics 365,2024-07-05,Medium (51-200),Technology,Professional,,True
1839,Microsoft Dynamics 365,2024-05-21,Small (1-50),Education,Professional,23.0,True
1840,Microsoft Dynamics 365,2024-04-25,Enterprise (1000+),Technology,Enterprise,17.0,True
1841,Microsoft Dynamics 365,2024-06-28,Medium (51-200),Healthcare,Professional,29.0,False
1842,Microsoft Dynamics 365,2024-05-14,Large (201-1000),Finance,Enterprise,10.0,True
1843,Microsoft Dynamics 365,2024-04-30,Small (1-50),Technology,Professional,22.0,True
1844,Microsoft Dynamics 365,2024-04-05,Enterprise (1000+),Healthcare,Business,22.0,True
1845,Microsoft Dynamics 365,2024-05-31,Small (1-50),Healthcare,Starter,15.0,True
1846,Microsoft Dynamics 365,2024-06-15,Medium (51-200),Healthcare,Professional,,True
1847,Microsoft Dynamics 365,2024-04-09,Medium (51-200),Education,Professional,26.0,True
1848,Microsoft Dynamics 365,2024-07-31,Small (1-50),Technology,Starter,12.0,True
1849,Microsoft Dynamics 365,2024-05-11,Medium (51-200),Education,Business,8.0,False
1850,Microsoft Dynamics 365,2024-05-13,Large (201-1000),Retail,Enterprise,20.0,True
1851,Microsoft Dynamics 365,2024-04-13,Large (201-1000),Healthcare,Enterprise,,True
1852,Microsoft Dynamics 365,2024-05-17,Enterprise (1000+),Education,Business,8.0,False
1853,Microsoft Dynamics 365,2024-07-07,Small (1-50),Education,Professional,29.0,True
1854,Microsoft Dynamics 365,2024-06-21,Large (201-1000),Manufacturing,Enterprise,26.0,True
1855,Microsoft Dynamics 365,2024-04-21,Enterprise (1000+),Retail,Enterprise,26.0,True
1856,Microsoft Dynamics 365,2024-05-12,Medium (51-200),Technology,Professional,,True
1857,Microsoft Dynamics 365,2024-04-20,Medium (51-200),Retail,Business,,True
1858,Microsoft Dynamics 365,2024-07-17,Medium (51-200),Education,Professional,16.0,True
1859,Microsoft Dynamics 365,2024-04-13,Large (201-1000),Manufacturing,Enterprise,7.0,False
1860,Microsoft Dynamics 365,2024-05-17,Large (201-1000),Education,Enterprise,7.0,True
1861,Microsoft Dynamics 365,2024-04-29,Large (201-1000),Education,Enterprise,22.0,True
1862,Microsoft Dynamics 365,2024-06-26,Medium (51-200),Healthcare,Business,24.0,True
1863,Microsoft Dynamics 365,2024-06-03,Enterprise (1000+),Manufacturing,Business,30.0,True
1864,Microsoft Dynamics 365,2024-06-15,Small (1-50),Manufacturing,Starter,18.0,False
1865,Microsoft Dynamics 365,2024-04-24,Large (201-1000),Finance,Business,27.0,True
1866,Microsoft Dynamics 365,2024-04-26,Enterprise (1000+),Manufacturing,Business,,True
1867,Microsoft Dynamics 365,2024-05-14,Large (201-1000),Finance,Business,22.0,True
1868,Microsoft Dynamics 365,2024-05-22,Enterprise (1000+),Healthcare,Enterprise,12.0,False
1869,Microsoft Dynamics 365,2024-07-14,Small (1-50),Technology,Starter,7.0,True
1870,Microsoft Dynamics 365,2024-07-29,Medium (51-200),Finance,Professional,30.0,True
1871,Microsoft Dynamics 365,2024-05-14,Large (201-1000),Technology,Business,23.0,True
1872,Microsoft Dynamics 365,2024-04-21,Medium (51-200),Retail,Professional,23.0,False
1873,Microsoft Dynamics 365,2024-05-14,Small (1-50),Finance,Starter,8.0,False
1874,Microsoft Dynamics 365,2024-07-12,Large (201-1000),Manufacturing,Business,27.0,True
1875,Microsoft Dynamics 365,2024-05-16,Medium (51-200),Finance,Professional,17.0,True
1876,Microsoft Dynamics 365,2024-06-29,Small (1-50),Healthcare,Professional,10.0,False
1877,Microsoft Dynamics 365,2024-06-23,Small (1-50),Manufacturing,Starter,17.0,True
1878,Microsoft Dynamics 365,2024-08-03,Large (201-1000),Healthcare,Business,,True
1879,Microsoft Dynamics 365,2024-05-18,Enterprise (1000+),Healthcare,Business,,True
1880,Microsoft Dynamics 365,2024-04-11,Small (1-50),Technology,Professional,,True
1881,Microsoft Dynamics 365,2024-07-04,Enterprise (1000+),Finance,Enterprise,13.0,True
1882,Microsoft Dynamics 365,2024-06-29,Small (1-50),Manufacturing,Professional,,True
1883,Microsoft Dynamics 365,2024-07-31,Enterprise (1000+),Retail,Business,27.0,True
1884,Microsoft Dynamics 365,2024-06-03,Enterprise (1000+),Healthcare,Business,,True
1885,Microsoft Dynamics 365,2024-05-08,Large (201-1000),Healthcare,Enterprise,28.0,True
1886,Microsoft Dynamics 365,2024-07-24,Large (201-1000),Retail,Enterprise,,True
1887,Microsoft Dynamics 365,2024-05-19,Enterprise (1000+),Healthcare,Enterprise,18.0,True
1888,Microsoft Dynamics 365,2024-04-21,Small (1-50),Education,Professional,17.0,True
1889,Microsoft Dynamics 365,2024-04-14,Large (201-1000),Retail,Enterprise,14.0,True
1890,Microsoft Dynamics 365,2024-06-14,Medium (51-200),Retail,Business,,True
1891,Microsoft Dynamics 365,2024-07-02,Enterprise (1000+),Manufacturing,Enterprise,24.0,True
1892,Microsoft Dynamics 365,2024-04-27,Small (1-50),Technology,Professional,21.0,True
1893,Microsoft Dynamics 365,2024-04-17,Enterprise (1000+),Finance,Business,9.0,True
1894,Microsoft Dynamics 365,2024-07-01,Enterprise (1000+),Retail,Enterprise,8.0,False
1895,Microsoft Dynamics 365,2024-07-18,Medium (51-200),Healthcare,Professional,21.0,True
1896,Microsoft Dynamics 365,2024-05-24,Enterprise (1000+),Healthcare,Business,17.0,True
1897,Microsoft Dynamics 365,2024-07-15,Large (201-1000),Education,Enterprise,18.0,True
1898,Microsoft Dynamics 365,2024-06-18,Small (1-50),Healthcare,Professional,8.0,True
1899,Microsoft Dynamics 365,2024-06-14,Small (1-50),Education,Starter,18.0,False
1900,Microsoft Dynamics 365,2024-05-11,Small (1-50),Retail,Starter,19.0,True
1901,Microsoft Dynamics 365,2024-07-05,Enterprise (1000+),Retail,Enterprise,13.0,True
1902,Microsoft Dynamics 365,2024-06-04,Medium (51-200),Manufacturing,Professional,18.0,True
1903,Microsoft Dynamics 365,2024-04-24,Large (201-1000),Healthcare,Business,,True
1904,Microsoft Dynamics 365,2024-04-23,Enterprise (1000+),Healthcare,Enterprise,,True
1905,Microsoft Dynamics 365,2024-05-28,Enterprise (1000+),Manufacturing,Enterprise,23.0,True
1906,Microsoft Dynamics 365,2024-07-18,Enterprise (1000+),Finance,Enterprise,20.0,True
1907,Microsoft Dynamics 365,2024-06-17,Enterprise (1000+),Education,Business,20.0,True
1908,Microsoft Dynamics 365,2024-06-17,Large (201-1000),Technology,Business,29.0,True
1909,Microsoft Dynamics 365,2024-06-18,Enterprise (1000+),Healthcare,Business,23.0,True
1910,Microsoft Dynamics 365,2024-07-10,Large (201-1000),Manufacturing,Enterprise,,True
1911,Microsoft Dynamics 365,2024-04-16,Medium (51-200),Education,Business,28.0,False
1912,Microsoft Dynamics 365,2024-06-25,Large (201-1000),Finance,Business,7.0,True
1913,Microsoft Dynamics 365,2024-06-09,Enterprise (1000+),Retail,Enterprise,16.0,True
1914,Microsoft Dynamics 365,2024-04-09,Large (201-1000),Technology,Enterprise,25.0,True
1915,Microsoft Dynamics 365,2024-04-11,Large (201-1000),Finance,Business,11.0,True
1916,Microsoft Dynamics 365,2024-07-22,Large (201-1000),Healthcare,Enterprise,15.0,True
1917,Microsoft Dynamics 365,2024-04-06,Small (1-50),Manufacturing,Starter,28.0,True
1918,Microsoft Dynamics 365,2024-07-17,Medium (51-200),Education,Business,12.0,True
1919,Microsoft Dynamics 365,2024-07-24,Small (1-50),Technology,Professional,26.0,True
1920,Microsoft Dynamics 365,2024-04-24,Enterprise (1000+),Retail,Enterprise,21.0,True
1921,Microsoft Dynamics 365,2024-04-26,Medium (51-200),Technology,Business,10.0,False
1922,Microsoft Dynamics 365,2024-06-03,Enterprise (1000+),Finance,Enterprise,24.0,True
1923,Microsoft Dynamics 365,2024-07-01,Enterprise (1000+),Finance,Enterprise,,True
1924,Microsoft Dynamics 365,2024-04-06,Large (201-1000),Retail,Enterprise,23.0,True
1925,Microsoft Dynamics 365,2024-04-10,Small (1-50),Retail,Professional,27.0,True
1926,Microsoft Dynamics 365,2024-05-17,Large (201-1000),Technology,Enterprise,25.0,True
1927,Microsoft Dynamics 365,2024-07-12,Medium (51-200),Manufacturing,Professional,29.0,True
1928,Microsoft Dynamics 365,2024-05-15,Small (1-50),Technology,Starter,,False
1929,Microsoft Dynamics 365,2024-04-18,Enterprise (1000+),Healthcare,Enterprise,15.0,True
1930,Microsoft Dynamics 365,2024-04-08,Small (1-50),Manufacturing,Starter,13.0,True
1931,Microsoft Dynamics 365,2024-06-25,Small (1-50),Technology,Starter,11.0,True
1932,Microsoft Dynamics 365,2024-07-11,Medium (51-200),Education,Professional,16.0,True
1933,Microsoft Dynamics 365,2024-08-02,Small (1-50),Finance,Professional,29.0,True
1934,Microsoft Dynamics 365,2024-07-12,Large (201-1000),Healthcare,Enterprise,15.0,True
1935,Microsoft Dynamics 365,2024-05-23,Enterprise (1000+),Technology,Enterprise,15.0,True
1936,Microsoft Dynamics 365,2024-04-13,Enterprise (1000+),Manufacturing,Business,27.0,True
1937,Microsoft Dynamics 365,2024-04-23,Enterprise (1000+),Manufacturing,Business,21.0,True
1938,Microsoft Dynamics 365,2024-04-18,Small (1-50),Technology,Starter,15.0,True
1939,Microsoft Dynamics 365,2024-04-07,Enterprise (1000+),Education,Business,8.0,True
1940,Microsoft Dynamics 365,2024-05-09,Medium (51-200),Retail,Business,23.0,True
1941,Microsoft Dynamics 365,2024-07-12,Enterprise (1000+),Retail,Enterprise,30.0,True
1942,Microsoft Dynamics 365,2024-07-14,Small (1-50),Technology,Starter,29.0,True
1943,Microsoft Dynamics 365,2024-06-05,Small (1-50),Finance,Professional,19.0,False
1944,Microsoft Dynamics 365,2024-06-26,Small (1-50),Manufacturing,Professional,17.0,False
1945,Microsoft Dynamics 365,2024-06-02,Large (201-1000),Healthcare,Business,19.0,True
1946,Microsoft Dynamics 365,2024-05-13,Enterprise (1000+),Education,Business,22.0,False
1947,Microsoft Dynamics 365,2024-06-24,Enterprise (1000+),Healthcare,Business,,False
1948,Microsoft Dynamics 365,2024-06-19,Medium (51-200),Retail,Business,,True
1949,Microsoft Dynamics 365,2024-05-14,Enterprise (1000+),Technology,Enterprise,,False
1950,Microsoft Dynamics 365,2024-07-14,Small (1-50),Technology,Professional,27.0,True
1951,Microsoft Dynamics 365,2024-06-02,Medium (51-200),Technology,Professional,,True
1952,Microsoft Dynamics 365,2024-06-27,Small (1-50),Manufacturing,Professional,,True
1953,Microsoft Dynamics 365,2024-04-21,Small (1-50),Education,Starter,,True
1954,Microsoft Dynamics 365,2024-07-15,Small (1-50),Manufacturing,Professional,25.0,False
1955,Microsoft Dynamics 365,2024-07-18,Small (1-50),Retail,Starter,26.0,True
1956,Microsoft Dynamics 365,2024-07-16,Medium (51-200),Finance,Business,30.0,True
1957,Microsoft Dynamics 365,2024-05-16,Small (1-50),Finance,Starter,13.0,True
1958,Microsoft Dynamics 365,2024-06-19,Medium (51-200),Technology,Business,,True
1959,Microsoft Dynamics 365,2024-05-28,Medium (51-200),Manufacturing,Business,14.0,True
1960,Microsoft Dynamics 365,2024-04-10,Medium (51-200),Education,Professional,12.0,False
1961,Microsoft Dynamics 365,2024-06-06,Small (1-50),Technology,Starter,9.0,True
1962,Microsoft Dynamics 365,2024-06-19,Large (201-1000),Education,Enterprise,22.0,True
1963,Microsoft Dynamics 365,2024-05-01,Medium (51-200),Manufacturing,Business,14.0,True
1964,Microsoft Dynamics 365,2024-06-22,Small (1-50),Education,Starter,9.0,True
1965,Microsoft Dynamics 365,2024-07-14,Large (201-1000),Retail,Enterprise,,True
1966,Microsoft Dynamics 365,2024-04-20,Small (1-50),Manufacturing,Professional,21.0,True
1967,Microsoft Dynamics 365,2024-06-28,Medium (51-200),Technology,Business,11.0,True
1968,Microsoft Dynamics 365,2024-07-30,Enterprise (1000+),Healthcare,Enterprise,8.0,False
1969,Microsoft Dynamics 365,2024-05-21,Large (201-1000),Retail,Business,26.0,True
1970,Microsoft Dynamics 365,2024-07-11,Enterprise (1000+),Technology,Business,24.0,True
1971,Microsoft Dynamics 365,2024-07-14,Small (1-50),Manufacturing,Professional,,True
1972,Microsoft Dynamics 365,2024-07-06,Enterprise (1000+),Retail,Enterprise,28.0,True
1973,Microsoft Dynamics 365,2024-05-04,Small (1-50),Healthcare,Professional,,True
1974,Microsoft Dynamics 365,2024-07-25,Medium (51-200),Healthcare,Business,,True
1975,Microsoft Dynamics 365,2024-04-11,Enterprise (1000+),Healthcare,Business,21.0,True
1976,Microsoft Dynamics 365,2024-05-22,Medium (51-200),Education,Business,18.0,True
1977,Microsoft Dynamics 365,2024-04-30,Large (201-1000),Technology,Business,8.0,True
1978,Microsoft Dynamics 365,2024-04-19,Enterprise (1000+),Retail,Enterprise,17.0,True
1979,Microsoft Dynamics 365,2024-05-12,Medium (51-200),Manufacturing,Professional,14.0,False
1980,Microsoft Dynamics 365,2024-07-23,Enterprise (1000+),Manufacturing,Business,21.0,True
1981,Microsoft Dynamics 365,2024-07-07,Enterprise (1000+),Healthcare,Business,25.0,True
1982,Microsoft Dynamics 365,2024-08-01,Medium (51-200),Retail,Professional,8.0,True
1983,Microsoft Dynamics 365,2024-07-07,Small (1-50),Manufacturing,Professional,29.0,True
1984,Microsoft Dynamics 365,2024-06-01,Enterprise (1000+),Technology,Business,7.0,True
1985,Microsoft Dynamics 365,2024-05-27,Medium (51-200),Finance,Professional,27.0,True
1986,Microsoft Dynamics 365,2024-04-07,Enterprise (1000+),Healthcare,Enterprise,25.0,True
1987,Microsoft Dynamics 365,2024-04-08,Enterprise (1000+),Healthcare,Enterprise,19.0,True
1988,Microsoft Dynamics 365,2024-07-25,Large (201-1000),Education,Enterprise,27.0,False
1989,Microsoft Dynamics 365,2024-07-28,Large (201-1000),Finance,Business,15.0,True
1990,Microsoft Dynamics 365,2024-06-22,Medium (51-200),Manufacturing,Professional,30.0,True
1991,Microsoft Dynamics 365,2024-06-09,Large (201-1000),Technology,Business,21.0,True
1992,Microsoft Dynamics 365,2024-05-21,Large (201-1000),Education,Business,9.0,True
1993,Microsoft Dynamics 365,2024-07-13,Medium (51-200),Finance,Professional,10.0,True
1994,Microsoft Dynamics 365,2024-07-08,Medium (51-200),Finance,Professional,15.0,True
1995,Microsoft Dynamics 365,2024-05-29,Large (201-1000),Technology,Business,21.0,True
1996,Microsoft Dynamics 365,2024-06-11,Small (1-50),Education,Professional,24.0,True
1997,Microsoft Dynamics 365,2024-06-01,Large (201-1000),Healthcare,Business,21.0,False
1998,Microsoft Dynamics 365,2024-05-25,Medium (51-200),Technology,Business,,True
1999,Microsoft Dynamics 365,2024-07-03,Medium (51-200),Healthcare,Business,23.0,True
2000,Microsoft Dynamics 365,2024-04-07,Large (201-1000),Education,Enterprise,11.0,True
2001,Microsoft Dynamics 365,2024-05-28,Enterprise (1000+),Finance,Business,7.0,True
2002,Microsoft Dynamics 365,2024-05-04,Large (201-1000),Manufacturing,Enterprise,27.0,True
2003,Microsoft Dynamics 365,2024-06-06,Enterprise (1000+),Finance,Enterprise,16.0,True
2004,Microsoft Dynamics 365,2024-05-08,Medium (51-200),Finance,Business,8.0,True
2005,Microsoft Dynamics 365,2024-05-11,Enterprise (1000+),Manufacturing,Business,29.0,True
2006,Microsoft Dynamics 365,2024-04-28,Medium (51-200),Healthcare,Professional,8.0,True
2007,Microsoft Dynamics 365,2024-06-17,Medium (51-200),Finance,Business,13.0,True
2008,Microsoft Dynamics 365,2024-04-09,Large (201-1000),Healthcare,Enterprise,24.0,True
2009,Microsoft Dynamics 365,2024-06-12,Large (201-1000),Technology,Business,22.0,True
2010,Microsoft Dynamics 365,2024-06-02,Large (201-1000),Technology,Business,24.0,True
2011,Microsoft Dynamics 365,2024-05-17,Large (201-1000),Finance,Enterprise,25.0,True
2012,Microsoft Dynamics 365,2024-07-16,Enterprise (1000+),Education,Enterprise,,True
2013,Microsoft Dynamics 365,2024-04-10,Medium (51-200),Finance,Professional,,True
2014,Microsoft Dynamics 365,2024-05-03,Enterprise (1000+),Technology,Enterprise,26.0,True
2015,Microsoft Dynamics 365,2024-06-18,Medium (51-200),Healthcare,Business,,True
2016,Microsoft Dynamics 365,2024-06-01,Small (1-50),Healthcare,Professional,26.0,True
2017,Microsoft Dynamics 365,2024-08-03,Small (1-50),Retail,Professional,,True
2018,Microsoft Dynamics 365,2024-05-22,Enterprise (1000+),Technology,Enterprise,18.0,True
2019,Microsoft Dynamics 365,2024-06-01,Small (1-50),Education,Starter,30.0,True
2020,Microsoft Dynamics 365,2024-07-16,Enterprise (1000+),Healthcare,Enterprise,20.0,True
2021,Microsoft Dynamics 365,2024-05-28,Medium (51-200),Healthcare,Professional,22.0,True
2022,Microsoft Dynamics 365,2024-06-11,Large (201-1000),Manufacturing,Business,9.0,False
2023,Microsoft Dynamics 365,2024-06-25,Large (201-1000),Healthcare,Enterprise,29.0,True
2024,Microsoft Dynamics 365,2024-07-31,Medium (51-200),Healthcare,Professional,16.0,True
